Firm,NWP 2016,NWP 2017,NWP 2018,NWP 2019,NWP 2020,SCR 2016,SCR 2017,SCR 2018,SCR 2019,SCR 2020,EoF for SCR 2016,EoF for SCR 2017,EoF for SCR 2018,EoF for SCR 2019,EoF for SCR 2020,SCR coverage ratio 2016,SCR coverage ratio 2017,SCR coverage ratio 2018,SCR coverage ratio 2019,SCR coverage ratio 2020,GWP 2016,GWP 2017,GWP 2018,GWP 2019,GWP 2020,EOAOL 2016,EOAOL 2017,EOAOL 2018,EOAOL 2019,EOAOL 2020,GCI 2016,GCI 2017,GCI 2018,GCI 2019,GCI 2020,NER 2016,NER 2017,NER 2018,NER 2019,NER 2020,NCR 2016,NCR 2017,NCR 2018,NCR 2019,NCR 2020,NBEL 2016,NBEL 2017,NBEL 2018,NBEL 2019,NBEL 2020
Firm 14,29.427988326035532,13.913677755093458,32.71343995849862,17.69953340672928,0.5172501240927921,2.505095775057833,12.65855444352931,1.2687491816273626,9.569593545800315,8.41287268839809,37.85810325642288,12.843049957751889,37.329882692018074,39.85322956315858,14.336941835429965,0.7037938085199473,1.1704297655691895,1.9754103870891389,3.319756366308093,0.665106360947444,19.828625297464356,18.65044708294202,24.920034075197066,17.857698243406848,13.931390125809887,19.27238886573608,24.83114929782483,32.028927517107796,3.445109892581502,42.60710120333536,133.66258601825635,474.5200981075316,124.8516345477361,64.6602103994639,228.93148892100322,0.8665858940710752,0.80045637379509,0.8151975704354588,0.36618207824433163,0.2163767366585042,0.08692233815993525,1.2169794927803481,0.48010863203485626,1.2784484130011182,1.1236870253402693,221.0417024408936,862.8482579240975,178.45108336753222,739.5273000230347,708.2684563708697
Firm 15,0.768942120483674,5.012982884616881,12.105206065911863,10.039164806239127,0.5637541700620288,36.34521977609326,32.407108046930254,68.13157067352167,58.83489899870776,40.1982256432511,42.85532149376543,87.68463382890856,91.89384656527567,81.43292719315292,83.3712414571672,3.0662240937896432,2.396847770194612,1.9811526920822995,1.8979816746725833,0.38847711592575024,11.758423615447755,9.614624104145697,6.839855019181478,0.6442782586471698,6.463378884942439,9.94428045126511,0.4035708499872898,12.111128662461724,100.63182534645185,21.06652951787844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 16,0,0,0,0,0,7.158603075890193,0.056225306549538945,1.196283729459429,0,0,90.14808893893377,30.28313496269412,19.47738358642687,0,0,10.666316847808444,27.846786151521357,21.483396476029313,0,0,0,0,0,0,0,232.80586383394805,28.532498816760018,17.67821221262425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 17,5210.936051299592,1146.9301757444591,1620.2232525901588,1256.9342946062839,0,173.8073511987138,153.04933076129024,136.49198680618736,12.36876639713338,0,342.99347427697523,331.483956467334,454.8056912326328,170.08398812009827,0,1.469705306315101,1.2785955819433041,1.4133441950560888,0.008112989952155307,0,3651.616243699532,5132.976594809986,344.3417592689417,2037.685268259684,0,325.3633366965165,78.1700521807744,89.06137116674819,207.27768766072103,0,516.6122399999523,3608.2383960180723,628.2528089090905,1420.7332854272538,1426.122856918814,0.1272449685181124,0.6484553191129536,0.41898159531837337,0.41655760700102723,0.15690540879417877,1.3949854029864317,1.6794272035686475,0.43932721294178095,0.14624849445171373,0.3271471518391183,7251.529652171156,4245.18554263809,1329.8783500196187,7681.854101706606,192.3089236653208
Firm 18,0,0,0,0,0,0.3732730395677914,0.26594155592428703,0.4839816603534573,0.520393276859373,0,7.007525684826066,3.838750089872352,0.043516737381243786,8.941291424026929,0,10.364294173276633,29.170909022679815,14.841306333027918,26.173309070907393,0,0,0,0,0,0,3.2664750553948845,8.760296682469594,10.33371527180858,6.017240985548859,0,8.253866368683333,362.3634025989549,673.3621094234682,254.25353002318576,12.676852952206001,0.06329604261883356,0.758560941091805,0.037275768909670576,0.5169928791291267,0.42814705745383075,1.2318107403130787,1.9614425135827986,0.7773193704578578,1.8230236933818225,0.841984269421432,787.2243586735186,646.6683527891249,215.61631600807294,357.5632357663302,883.2055037886543
Firm 19,0,0,0,2006.2944528705282,326.55132320821167,0,0,0.8904795092327299,431.38507851478806,2100.1317208929736,0,0,3.9071565602021647,3521.2839282392047,1551.4374544265434,0,0,6.55943230787002,0.29910184805212287,0.42615033028361576,0,0,0,3535.4343795438876,3135.9570859213627,0,0,1.6366920036264814,2023.4062836195524,2350.6616287022766,140.84366182135537,422.6204114933445,45.385609975227204,552.0427778117497,33.63578328331095,0.6781214365846933,0.4040496432683515,0.37114593682134606,0.039635838406595125,0.00795583481358661,0.3078073644773746,1.4482506233548913,1.6625457912178392,1.7333084660083253,1.8519444868371586,163.12883070415802,356.9860626502811,797.4431974682163,601.5007910964098,176.21474535603332
Firm 20,0.0008169512619736509,0.013638153771656041,0,0,0,1.4100472834863675,0.1628560417137781,3.1942853584751334,0.7607067526226629,1.2254570291080744,8.031836646592879,8.856086469050611,3.5996690585498077,0.5388335729162907,5.802848186204092,0.9601377714064795,2.8054152409191877,8.44880269254599,3.777232476022582,8.131926333276175,0.006242913190380224,0.09626403952451275,0,0,0,14.898308101875212,10.246968091407307,7.677960509992987,11.466920152613387,16.98613146723303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 21,0,0,0,0,0.027259238860850583,0.35075162256373504,0.3858664302580038,0.030803301550864443,13.188410847977288,35.54120503158194,0.35421255504054694,6.265815961729136,20.414860890205755,81.54641145369162,11.383221225300058,5.192499491165645,20.910828604776768,3.4852261705012273,3.785577895723703,1.193191115234949,0,0,0,0,0,4.765459336967807,5.872611018471215,41.34827800730576,26.195596093461074,2.481396015846702,1.5612155547108022,3.0830692673175557,4.18311476262788,1.9906742408221398,8.520762680306902,1.4327459943530447,0.3813766715399794,0.89043980035303,0.8513709106687101,0.45680571017636534,0.4164151272456287,0.2047136449465761,0.5752477950622336,0.07186399499598237,0.9819224015758827,0.7875443932369008,0.004441839391291242,-0.858067124066125,-4.727244298668378,-0.7708701184918274
Firm 22,11.348070290771929,26.611352361131292,55.83876231902872,53.52141276743007,28.47378965118258,119.98316170196573,160.32748866190812,140.41006678494486,62.469312294699236,127.68102909663257,113.71294404130457,153.7595976955594,71.02289182650863,54.60587748067146,106.13222431153571,2.2878128239518833,1.7453894595726467,1.150908150714984,1.9250116032074434,1.6966728436889456,104.94545628123421,4.223025306090742,77.60435362170085,62.34687838271389,54.07557652497293,342.08164722341473,376.02001815325684,214.21823718520164,275.24099460172494,84.48210963504383,652.4647327019449,1664.599983864411,2367.9050424751076,977.5722333394864,1092.3899981515513,0.12959316826195336,0.11425704332076135,0.4058003286076047,0.39172387128451064,0.34537069765193196,1.7757650009549837,0.784978741546571,0.9280419831576286,1.6242860111443653,1.7798583658794012,2435.4647740950427,2464.3069619146154,1019.5328017492843,3927.6493455284894,2257.06916646241
Firm 23,982.263116630837,634.6080604630055,2043.253592546372,5085.703771100711,1626.6243284123118,4.187261247821607,5.0495398544579295,11.30540774681554,3.8770088011569763,12.841765850605386,67.47180151785335,15.43862513232407,30.224176518743175,12.872497329726212,43.73861931392244,5.290495180552875,0.05193127547577238,1.5378005937576849,1.4885191738489991,6.055304780819715,2177.6737095355593,58.38833768160822,2036.3075645534877,2016.23911688715,3563.595340060497,3.257559049406254,28.305926951802512,0.23129620587910044,33.08435478981084,34.757588763699445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 24,0,206.30527368993532,897.3766284924544,0,0,8.88213064831475,11.35425736551991,16.001295652655447,0,0,44.81475530480097,53.51236621685654,25.548588687313934,0,0,3.251038801435505,4.026388065868015,2.4447382055889686,0,0,0,207.38064908071397,361.50940566247283,0,0,29.062820408144262,16.43081517327999,2.41087008162077,0,0,52.97179592600667,62.72527495853207,69.45734879930649,47.29170670597622,-8.375385665515036,0.5280931616161643,0.22505463258730005,0.4375086511202772,0.21814516375682103,0.7907572328580651,1.0489137882163264,1.3814805174313982,1.352184823209008,1.4469397624522287,0.6463802307300276,111.82956637781483,20.11313416714397,42.39176700223968,24.12575969481775,37.76410840509309
Firm 25,9622.27757770341,2356.62607268326,1227.7140127856342,7134.648740769523,9765.612911987659,11.952214684323337,10.59324533112192,2.1961661729884674,1.771300101486172,0.22978779869650562,25.84405161111631,15.69052415427407,27.233388954556695,20.117725558124942,9.799698430730148,1.6141610841172496,3.1584891534852217,1.8336618606360615,4.547501955940877,3.155166442329346,4169.962818598366,1758.1946928597697,5927.700638289539,1198.2470712008412,7031.517004879747,0.4847786477732895,23.885705485634382,25.565991705265784,5.827778646689672,27.07000333104768,1146.9910430495522,2624.947115309327,1398.2768708823055,0,0,0.14556667185792005,0.6002160527614218,0.18599803565354084,0,0,0.8851385817656524,1.1966389016654648,0.5040865457976057,0,0,56.5567971903607,3134.5521667247986,3984.6427923654214,0,0
Firm 26,75526.67329298225,2187.5879774650903,11251.347661281601,6683.963247438649,16395.67169359601,4282.790194003657,3851.999871400572,1061.571587922026,98.0289812310585,2960.7809906930966,6955.223298146937,2081.3889696939686,1602.0161592686404,3020.380762864064,7661.184610350277,0.888671214875502,1.7942038453502955,2.876165284490867,2.4403253857566276,0.3100569323415856,17208.38618329814,13019.600407599937,3419.6925607842136,8013.277031728727,10352.2503876286,7266.408766991312,6694.884869167891,7923.764987323312,7581.777887553832,48.839483397003846,297.094978451975,430.8373530841179,62.06945990734336,315.841297956251,624.9896042706663,0.015002672335651,0.3755616474923174,0.42892143725279885,0.47403505128855306,0.43449415912126377,1.5779041643686806,0.5338680074890712,0.0263947319915382,0.9731897510853128,1.2900287508958082,146.29195178867297,760.6051600987788,1034.2641620285021,101.10604404876544,1008.9788969406047
Firm 27,0.016535667319118656,0.0010449414133656047,0,0,0,4.50455949812341,1.5189171973402307,0,0,0,9.823841201338597,13.462532085220262,0,0,0,2.0928379226991334,9.690304960424488,0,0,0,0.0040336245818272005,0.0005823408355340257,0,0,0,49.13552631908114,3.07227686387461,0,0,0,0.02691126412990014,-0.19481233363974812,0.018579195753296678,-1.335901338059417,-0.7837941272788774,0,0,0,0,0,0,0,0,0,0,0.11194103437355626,0.09079906656570615,0.12946751206770052,0.11201713991334651,0.2287684291253911
Firm 28,0.3588347282122214,10.574223493239268,16.358525320141563,22.111633750712148,64.64520645456358,30.700218400274757,35.645938586167205,39.035663265052484,98.18442918166829,109.70359175186441,1019.1034148317852,857.0622758178938,1007.5956744936553,904.1646690771034,296.72399621195245,1.340902496654853,5.334065399725384,3.947390751521169,3.472448721056353,0.884771853621386,38.81030829381058,14.753187683023892,7.468047064001774,54.60482272929616,53.17612444522392,401.09142097553917,1702.4352657619916,601.8701613138879,1376.6884920540551,402.0542905194107,0.03313362667949401,1.5136210224042244,4.55263148387989,0,0,-84.31862822489902,281.57279057204073,68.67174884449075,0,0,-180.3985785731934,392.00467298214244,2312.7447940298857,0,0,55.97747437767686,10.022627676379011,58.189592315052614,0,0
Firm 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0213235316822593,1.0858749781821728,6.538802820680633,0.00013968069211496293,21.451747893409188,0.7368526517331664,0.21029027749949233,0.0038375603086944128,0.027188926238984428,0.1521391777558034,0.18886145888039377,1.3321384915036254,2.616031211444014,1.0792715707154377,2.419127690385241,12.020485273882542,11.433816515871616,12.647132396880602,43.15432228918888,33.89904885176929
Firm 30,198.45572582717105,5260.728478692719,9063.121471003056,6124.6002463989935,3396.242957052514,2801.4228950804486,3545.7314895872987,3476.431961628867,1392.0599883779907,3729.852643243741,2620.279883430211,1507.819612564296,2490.0694913761017,1994.4345623409263,7057.200846524574,1.9069253758193647,0.036411395160977966,1.7739588674149447,2.1778982231359314,2.916861898911715,2213.1087152491054,436.67399124195424,6803.615805230791,2301.2252087838165,3093.817453308451,4805.079278509475,4611.238914952128,3202.357915789381,3041.0536556548564,8258.056785277322,-0.021585546153950898,25.16312850491149,7.863494673809513,0,0,0,0,0,0,0,0,0,0,0,0,0.05948828037978515,-0.007078659708259053,-0.13939679172881567,0,0
Firm 31,0.0014981594595274879,0,0,0,0,1.6051357021980368,0.035143515052240136,0,0,0,7.181525350039934,2.58579619187365,0,0,0,4.643105114633884,9.932040563973517,0,0,0,-0.006534091032628773,0,0,0,0,6.916241751786612,3.033123034425458,0,0,0,27.644794721316217,12.591915355017553,87.90654542576382,4.090581055904544,215.52585454312216,0.6915077508070825,1.3995821609443895,0.9433409258261953,1.0291928270830446,0.6037164399231375,1.707122364644248,2.0841710527184185,1.595589042241836,1.1785593738920037,0.5861380267492133,4.83559684478041,11.849661333457941,22.17593337946774,73.56666883425339,78.08191785953036
Firm 32,68.50639319964945,322.42022985907994,346.828416545006,0,0,718.318499615064,348.5548108578986,24.742769426394258,0,0,749.5242126822385,601.3899353305892,43.867545078318294,0,0,1.9411887478739183,0.7990334118535047,0.5654998495960692,0,0,500.9328832511241,150.26707943671167,108.52681359589069,0,0,173.64419724154615,598.2191163233897,844.9786819889429,0,0,0,19.395357542502737,43.794785773402076,8.636005836424294,24.852677903944965,0,1.0697969803049605,0.6348003720622615,0.012478106816412166,0.9267815135508708,0,0.5858058015101759,0.1558582688061032,1.601797424883448,0.5932132034790893,0,16.030060799189528,2.3777812240828564,17.672844625501106,21.574498588172155
Firm 33,-4.389007144972743,12.130344720924823,6.126926594165239,20.151500971329444,0.10520272730789312,834.2811951911012,480.9518393934998,298.73183516888275,270.171545492648,3.2206604224874598,177.65402242798743,243.14202056478808,1243.6208303956244,202.0376437049368,5.657414613641614,2.4143630990241896,1.353572779416148,2.439631041896381,1.3677538442894372,3.6427566119600234,1.0376587447081238,2.449607307619957,12.768879540844377,3.1745078354910685,0.14524314158000906,1530.0637440268245,709.6470132708159,40.95219267181648,665.4508105948825,2.702546028185809,320.4617868864201,71.95291365815461,184.62131037213638,190.91648188687512,0,0.21537994284775208,0.17076846230416362,0.7077416279564955,0.6672796395396531,0,1.7231551848726754,1.5124395607893164,1.147754074434678,0.37708404428254483,0,15.134728210385694,1.4691897657660447,-7.326507293098625,0.617779185669326,0
Firm 34,10135.258636011486,3630.2923552570637,3530.844212480689,-184.09194048884396,6105.500027914939,8785.961467168465,3011.610527359667,5924.15903750547,3884.820732131907,2971.0642044107585,11855.746511009782,1926.0427997262748,7664.514627151654,9838.42177599464,9793.437935552414,2.906831720501018,0.7379946508658987,2.6025419368410896,3.0432183657787655,2.54646884868162,7875.720223472357,4506.760102213277,8107.790888154519,11427.64388227252,19274.956158991667,21206.5444120128,11528.901476682271,16050.453131143246,7720.358558928012,5352.131572805549,0,4.877267000257809,26.930482173221,5.66369056615777,8.454639573119342,0,2.4110380787220906,0.3915671098859231,0.12956413424211113,1.9434629144172149,0,5.041302438773667,1.30382209404065,1.610047532025571,1.6361429672748393,0,8.305226499740728,4.25274744630696,17.216319362532158,11.00709563461226
Firm 35,281.81071048265795,168.54025251522316,260.77744678961005,429.14227184775535,777.0907805309723,3.821347146209404,334.99697495819834,52.9024291146995,14.891357597652814,91.26703816721346,34.63872686190181,453.01034569107605,20.817195748066137,490.3940276067509,114.17275663649478,0.2754286560703791,2.3608916357717358,1.1278293893206148,0.23637198638126805,1.1769507260461334,251.85462457168165,454.82093967264416,469.66132751503994,287.6221855957012,906.3377987159771,268.3885021386933,138.48953420723856,72.12798059490446,275.03933898257407,47.01940586850336,48.702124371762594,79.33128249373303,0.28297419011389496,26.881939237958157,44.46262028918551,0.02975619475360338,0.002598405915461046,0.018982415172173344,0.24567232939798866,0.21564705340050702,0.6414659882009083,1.6687543010771326,1.0121359622249555,0.8420169369395741,1.0363030405922091,-19.024241693575267,-1.8778386949025,11.788628735677046,3.709357167094828,-19.392569319811273
Firm 36,0.002486115978642885,0.0001512273409114291,0.000734698878103847,0,0,0.3825298847965117,0.5144525628730713,3.703291342157122,5.170384416659669,3.1998793594797466,9.609146202087471,32.71266260021402,42.95728388530677,41.761821093057804,33.38618057417541,2.717033168222451,3.5761058992889394,5.753195783456475,6.35524973307439,15.425463612577316,0.0014767337845507265,0.0006136922986296358,0.0003438817434351854,0,0,26.532927904737374,5.8394431772364435,9.889310184437011,35.43253301959266,16.411970963765825,0,0,30.9610315701368,66.95812774660205,53.65629631664074,0,0,0.5681437370977566,0.6622126965292722,0.48978728188003795,0,0,0.1565311503665631,1.2221145414822623,0.25977722932408226,0,0,-1.6822338328613737,-3.7349175683234166,-0.19617716497749976
Firm 37,0,0,0,0.20351909493455866,0.3885436527798537,0.3193367420286241,0.9237096463708272,0.4563938799867135,2.725529479121969,3.379824078620813,0.6910751642512679,2.9747490758951045,2.0814770158308753,4.87548634277088,7.8385306871211995,4.779908080202099,10.01725400112899,0.5855877553065363,1.5132878721139673,1.0690099095536916,0,0,0,2.8144535381660645,13.18570854160975,4.694512869022117,4.1027036317292245,6.329224800286763,4.664544540668147,5.948603644718329,1724.3540818073034,0.16145044196825703,1366.0180193459848,1253.042739219989,639.2286421795355,0.4077303598598557,0.11004783337901528,0.5594445520677235,0.12800049164398106,0.49660634667019626,0.5451110830463554,0.7575319233076833,1.2088368517182897,0.2509293125186365,0.1626862823208005,826.5478413692618,1733.943441864773,224.01612550799214,1801.886781725093,677.1062068836322
Firm 38,6060.19369438151,3345.2933410824985,1666.572447024221,0,0,3315.02255708443,4255.464361322065,3786.532326399192,0,0,3650.830504652729,1651.7923126849628,1017.5559601475272,0,0,1.3387996111974847,2.503638680979359,1.5962831746493984,0,0,7063.975512188138,6202.571939566987,4720.203774416391,0,0,2531.5934852882074,3813.166967140874,4071.2262888935834,0,0,214.18653404818744,568.1873854415567,380.0384312139624,57.23373090848368,360.05221926158185,0.5509278004326161,0.2801975481930792,0.6196850331902254,0.04601389427057351,0.20185817139186085,1.069812038079768,1.4303222931850876,1.5755789264779407,0.35871889944111346,1.3796840254830922,147.88745283013793,173.91866744081577,443.2567429953032,265.98932076446766,18.294425652325746
